day,日
dead_master,死んだ主人
death,死
debris,デブリ
debt,借金
decapitation,斬首
decepticon,ディセプティコン
deep_penetration,深い浸透
deep_skin,深層皮膚
deepthroat,ディープスロート
deer,鹿
deer_antlers,鹿の角
deer_ears,鹿の耳
deer_girl,鹿の女の子
deer_tail,鹿の尾
deerstalker,鹿撃ち
defeat,敗北
defloration,処女喪失
deformed,変形した
dehya_(genshin_impact),デヒャ（原神）
delinquent,滞納者
demon,悪魔
demon_boy,悪魔の少年
demon_girl,悪魔の女の子
demon_horns,悪魔の角
demon_slayer_uniform,デーモンスレイヤーの制服
demon_tail,悪魔の尻尾
demon_wings,悪魔の翼
denim,デニム
denim_jacket,ジージャン
denim_shorts,デニムショートパンツ
denim_skirt,デニムスカート
denji_(chainsaw_man),デンジ（チェンソーマン）
depressed,押し下げられた
depth_of_field,被写界深度
desert,砂漠
desk,机
desk_lamp,デスクランプ
dessert,デザート
destruction,破壊
detached_ahoge,離れたアホ毛
detached_collar,取り外した襟
detached_hair,抜け毛
detached_leggings,取り外し可能なレギンス
detached_sleeves,取り外した袖
detached_wings,切り離された翼
detective,探偵
determined,決定した
deviantart_username,デビアントのユーザー名
dhole_(kemono_friends),ドール（けものフレンズ）
diadem,王冠
diagonal_bangs,斜め前髪
diagonal-striped_bow,斜めストライプのリボン
diagonal-striped_bowtie,ダイアゴナルストライプ ボウタイ
diagonal-striped_clothes,斜め縞模様の服
diagonal-striped_necktie,ダイアゴナルストライプ ネクタイ
dialogue_box,ダイアログボックス
diamond_(gemstone),ダイヤモンド（宝石）
diamond_(houseki_no_kuni),ダイヤモンド（宝石の国）
diamond_(shape),ダイヤモンド（形）
diamond_button,ダイヤモンドボタン
diamond_cutout,ダイヤモンドカットアウト
diamond_hair_ornament,ダイヤモンドの髪飾り
diamond_hairband,ダイヤモンドのヘアバンド
diamond-shaped_pupils,ダイヤモンド型の瞳孔
diana_cavendish,ダイアナ・キャベンディッシュ
diaper,おむつ
diarmuid_ua_duibhne_(lancer)_(fate),ディルムッド・ア・ドゥイブネ (ランサー) (Fate)
dice,サイコロ
dice_hair_ornament,サイコロ髪飾り
dido_(azur_lane),ディドー（アズールレーン）
diego_brando,ディエゴ・ブランド
different_reflection,異なる反射
diffraction_spikes,回折スパイク
digimon_(creature),デジモン（生き物）
digital_clock,デジタル時計
digital_dissolve,デジタルディゾルブ
digital_media_player,デジタルメディアプレーヤー
digitigrade,指行性
dilation_tape,拡張テープ
dildo,ディルド
dildo_riding,ディルド乗り
diluc_(genshin_impact),ディルク（原神）
dimitri_alexandre_blaiddyd,ディミトリ・アレクサンドル・ブレイディ
dimples_of_venus,金星のえくぼ
dinergate_(girls'_frontline),ダイナーゲート（ドールズフロントライン）
dinosaur,恐竜
dio_brando,ディオ・ブランドー
diona_(genshin_impact),ディオナ（原神）
dirndl,ギャザースカート
dirt,泥
dirty,汚い
dirty_clothes,汚れた服
dirty_face,汚い顔
dirty_feet,汚れた足
disembodied_head,実体のない頭
disembodied_limb,肉体を失った手足
disembodied_penis,肉体を失ったペニス
disguise,変装
disgust,嫌悪
disposable_cup,使い捨てカップ
dissolving,溶解する
dissolving_clothes,溶ける衣服
dithering,ディザリング
ditto,同上
diving,ダイビング
diving_mask,潜水マスク
diving_mask_on_head,頭にはダイビングマスク
diving_suit,ダイビングスーツ
dixie_cup_hat,ディキシーカップハット
dizzy_(guilty_gear),ディズィー（ギルティギア）
djeeta_(granblue_fantasy),ジータ（グランブルーファンタジー）
dock,ドック
doctor,医者
doctor_(arknights),ドクター（アークナイツ）
dodoco_(genshin_impact),ドドコ（原神）
dog,犬
dog_boy,犬の男の子
dog_ears,犬の耳
dog_girl,犬の女の子
dog_penis,犬のペニス
dog_tags,ドッグタグ
dog_tail,犬のしっぽ
dogeza,土下座
doggystyle,後背位
doily,ドイリー
doll,人形
doll_joints,人形の関節
dollar_sign,ドル記号
dolphin,イルカ
dolphin_shorts,ドルフィンショーツ
dominatrix,ミストレス
domino_mask,ドミノマスク
don_quixote_(project_moon),ドン・キホーテ（プロジェクトムーン）
don-chan_(usada_pekora),どんちゃん（兎田ぺこら）
"don't_say_""lazy""",「怠け者」なんて言わないで
donation_box,募金箱
doodle_sensei_(blue_archive),らくがき先生（ブルーアーカイブ）
door,ドア
doorway,戸口
doremy_sweet,ドレミー・スウィート
dorothea_arnault,ドロテア・アルノー
dorsal_fin,背びれ
dorsiflexion,背屈
dot_mouth,ドット口
dot_nose,ドットノーズ
dotted_background,点線の背景
dotted_line,点線
double_\m/,ダブル\m/
double_amputee,両足切断者
double_bun,ダブルパン
double_dildo,ダブルディルド
double_fox_shadow_puppet,ダブルフォックスの影絵人形
double_handjob,ダブル手コキ
double_horizontal_stripe,二重横縞
double_penetration,二穴同時挿入
double_v,ダブルv
double_vertical_stripe,二重縦縞
double_w,ダブルw
double-breasted,ダブルブレスト
double-parted_bangs,二重分けの前髪
doughnut,ドーナツ
doughnut_hair_bun,ドーナツお だんごヘア
dougi,道儀
doujima_nanako,堂島ななこ
doujin_cover,同人誌カバー
douki-chan_(douki-chan),ドウキちゃん（ドウキちゃん）
dove,鳩
down_jacket,ダウンジャケット
downblouse,ダウンブラウス
dowsing_rod,ダウジングロッド
doyagao,ドヤガオ
dragging,ドラッグする
dragon,ドラゴン
dragon_boy,ドラゴンボーイ
dragon_girl,ドラゴンガール
dragon_horns,ドラゴンの角
dragon_print,ドラゴンプリント
dragon_tail,ドラゴンテイル
dragon_wings,ドラゴンの翼
dragonfly,トンボ
dragonite,ドラゴナイト
draph,ドラフ
drawer,引き出し
drawing_(object),図面（オブジェクト）
drawing_bow,弓を引く
drawing_sword,抜刀
drawing_tablet,お絵かきタブレット
drawstring,巾着
dreadlocks,ドレッドヘア
dream_soul,夢の魂
dreaming,夢
dress,ドレス
dress_bow,ドレスの弓
dress_flower,ドレスフラワー
dress_lift,ドレスリフト
dress_pull,ドレスプル
dress_shirt,ドレスシャツ
dress_shoes,ドレスシューズ
dress_swimsuit,ドレス水着
dress_tug,ドレスタグ
dressing,ドレッシング
dressing_another,別の服を着せる
drifloon,ドリフロン
drill,ドリル
drill_hair,ドリルヘア
drill_sidelocks,ドリルサイドロック
drink,飲む
drink_can,ドリンク缶
drinking,飲酒
drinking_glass,コップ
drinking_straw,ストロー
drinking_straw_in_mouth,ストローを口にくわえて飲む
dripping,滴る
driving,運転
drone,ドローン
drooling,よだれを垂らしている
drop_earrings,ドロップイヤリング
drop_shadow,影を落とす
drop-shaped_pupils,しずく型の瞳孔
dropping,落とす
drowning,溺死
drugged,薬漬けの
drugs,薬物
drum,ドラム
drum_(container),ドラム（容器）
drum_magazine,ドラムマガジン
drum_set,ドラムセット
drumsticks,ドラムスティック
drunk,酔っ払い
drying,乾燥
drying_hair,髪を乾かす
dual_persona,二重人格
dual_wielding,二刀流
duck,アヒル
duckling,アヒルの子
dudou,ドゥドゥ
duel,決闘
duel_academy_uniform_(yu-gi-oh!_gx),デュエルアカデミー制服（遊戯王gx）
duel_disk,デュエルディスク
duel_monster,デュエルモンスター
duffel_bag,ダッフルバッグ
duffel_coat,ダッフルコート
dumbbell,ダンベル
dumpling,団子
dusk,夕暮れ
dusk_(arknights),黄昏（アークナイツ）
dust,ほこり
dust_cloud,塵雲
duster,ダスター
dutch_angle,ダッチアングル
dvd_cover,DVDのジャケット
dwarf,ドワーフ
dyed_bangs,染めた前髪
dynamax_band,ダイマックスバンド
e.g.o_(project_moon),e.g.o (プロジェクトムーン)
eagle,鷲
ear_birthmark,耳のあざ
ear_biting,耳をかむ
ear_blush,耳赤面
ear_bow,耳の弓
ear_covers,耳カバー
ear_ornament,耳飾り
ear_piercing,耳にピアスの穴を開ける
ear_protection,耳の保護
ear_ribbon,耳のリボン
ear_tag,耳札
ear_wiggle,耳が揺れる
earbuds,イヤホン
earclip,イヤークリップ
earmuffs,イヤーマフ
earphones,イヤホン
earpiece,イヤホン
earrings,イヤリング
ears_down,耳を下ろした
ears_through_headwear,帽子越しの耳
ears_visible_through_hair,髪の間から見える耳
earth_(ornament),地球（飾り）
earth_(planet),地球（惑星）
easel,イーゼル
east_asian_architecture,東アジアの建築
easter,イースター
easter_egg,イースターエッグ
eastern_dragon,東のドラゴン
eating,食べる
edelgard_von_hresvelg,エーデルガルト・フォン・フレスヴェルク
eden_academy_school_uniform,エデンアカデミーの制服
edmond_dantes_(fate),エドモン・ダンテス（Fate）
edward_elric,エドワード・エルリック
eel,うなぎ
eevee,イーブイ
egasumi,えがすみ
egg,卵
egg_(food),卵（食品）
egg_hair_ornament,卵の髪飾り
egg_vibrator,エッグバイブレーター
eggplant,ナス
egyptian,エジプト人
egyptian_clothes,エジプトの服
ehoumaki,恵方巻
eighth_note,八分音符
eila_ilmatar_juutilainen,エイラ・イルマタール・ユーティライネン
eimi_(blue_archive),eimi (ブルーアーカイブ)
eimi_(swimsuit)_(blue_archive),eimi (水着) (ブルーアーカイブ)
eirika_(fire_emblem),エイリーク（ファイアーエムブレム）
eishin_flash_(umamusume),エイシンフラッシュ（ウマ娘）
ejaculating_while_penetrated,挿入中に射精する
ejaculation,射精
el_condor_pasa_(umamusume),エルコンドルパサ（ウマ娘）
elaina_(majo_no_tabitabi),イレイナ (魔女の旅々)
elbow_gloves,肘用手袋
elbow_pads,肘パッド
elbow_rest,肘置き
elbow_sleeve,肘袖
elbows_on_table,テーブルに肘を置く
eldridge_(azur_lane),エルドリッジ（アズールレーン）
eldritch_abomination,不気味な忌まわしいもの
electric_fan,扇風機
electric_guitar,エレキギター
electric_plug,電気用プラグ
electrical_outlet,コンセント
electricity,電気
electrokinesis,界面運動
elephant,象
elesa_(pokemon),エレサ (ポケモン)
elesis_(elsword),エレシス（エルソード）
elevator,エレベーター
elezen,エレゼン
elf,妖精
elin,エリン
elio_(pokemon),エリオ（ポケモン）
elira_pendora,エリラ・ペンドラ
elise_(fire_emblem),エリーゼ（ファイアーエムブレム）
elizabeth_bathory_(brave)_(fate),エリザベス・バートリー（勇敢）（運命）
elizabeth_bathory_(fate),エリザベス・バートリー（Fate）
elizabeth_bathory_(fate/extra_ccc),エリザベス・バートリ(Fate/EXTRA CCC)
elizabeth_bathory_(first_ascension)_(fate),エリザベス・バートリー（初昇天）（運命）
elphelt_valentine,エルフェルト・バレンタイン
elsa_(frozen),エルサ（冷凍）
elvaan,エルヴァーン
elysia_(honkai_impact),エリシア（本海インパクト）
ema,絵馬
embarrassed,恥ずかしい
embellished_costume,装飾された衣装
embers,残り火
emblem,象徴
embroidery,刺繍
emilia_(re:zero),エミリア(リゼロ)
emiya_kiritsugu,衛宮切嗣
emiya_shirou,衛宮士郎
emma_verde,エマ・ベルデ
emmet_(pokemon),エメット（ポケモン）
emoji,絵文字
emoticon,絵文字
emotionless_sex,無感情なセックス
emperor_penguin_(kemono_friends),コウテイペンギン（けものフレンズ）
emphasis_lines,強調線
employee_(project_moon),社員（プロジェクトムーン）
employee_uniform,従業員の制服
empty_eyes,空虚な目
endeavor_(boku_no_hero_academia),エンデバー(僕のヒーローアカデミア)
ene_(kagerou_project),エネ（カゲロウプロジェクト）
enemy_aircraft_(kancolle),敵機（艦これ）
enemy_lifebuoy_(kancolle),敵の救命浮輪（艦これ）
enemy_naval_mine_(kancolle),敵機雷（艦これ）
energy,エネルギー
energy_ball,エネルギーボール
energy_beam,エネルギービーム
energy_cannon,エネルギー砲
energy_drink,栄養ドリンク
energy_gun,エネルギーガン
energy_sword,エネルギーの剣
energy_wings,エネルギーの翼
english_text,英語のテキスト
engrish_text,英語のテキスト
enkidu_(fate),エンキドゥ（運命）
enma_ai,閻魔あい
enmaided,魔女化した
enna_alouette,エンナ・アルエット
enoshima_junko,江ノ島淳子
enpera,エンペラ
entangled,絡まった
enterprise_(azur_lane),エンタープライズ（アズールレーン）
envelope,封筒
epaulettes,肩章
eraser,消しゴム
erect_clitoris,勃起したクリトリス
erection,勃起
erection_under_clothes,服の下での勃起
eren_yeager,エレン・イェーガー
ereshkigal_(fate),エレシュキガル（運命）
erica_hartmann,エリカ・ハルトマン
erika_(pokemon),エリカ (ポケモン)
eris_greyrat,エリス・グレイラット
error_musume,エラー娘
erune,エルーン
erwin_(girls_und_panzer),エルヴィン（ガールズ＆パンツァー）
espeon,エーフィ
estellise_sidos_heurassein,エステリーゼ シドス ヒューラセイン
eternity_larva,永遠の幼虫
ethan_(pokemon),イーサン (ポケモン)
etna_(disgaea),エトナ（ディスガイア）
etorofu_(kancolle),エトロフ（艦これ）
eula_(genshin_impact),ユーラ（原神）
eunectes_(arknights),ユネクテス（アークナイツ）
eunie_(xenoblade),ユニ（ゼノブレイド）
eurasian_eagle_owl_(kemono_friends),ワシミミズク（けものフレンズ）
euryale_(fate),エウリュアレ(Fate)
eva_01,エヴァ01
eva_02,エヴァ02
evangelion_(mecha),エヴァンゲリオン（メカ）
eve_(elsword),イブ（エルソード）
evelynn_(league_of_legends),イブリン (リーグ・オブ・レジェンド)
evening,夕方
evening_gown,イブニングガウン
everyone,みんな
evil_grin,邪悪な笑み
evil_smile,邪悪な笑顔
evolutionary_line,進化系
ex-keine,元ケイネ
excalibur_(fate/stay_night),エクスカリバー（Fate/stay night）
excalibur_morgan_(fate),エクスカリバー・モーガン（Fate）
excessive_cum,過剰な精液
excessive_pubic_hair,過剰な陰毛
excited,興奮した
exercise,エクササイズ
exercise_ball,バランスボール
exhausted,疲れ果てた
exhibitionism,露出症
explicit,明示的な
exploding_clothes,爆発する服
explosion,爆発
explosive,爆発物
exposed_pocket,露出ポケット
expression_chart,表現チャート
expressionless,無表情
expressions,表現
expressive_clothes,表情豊かな服
expressive_hair,表情豊かな髪
extra_arms,追加の腕
extra_ears,余分な耳
extra_eyes,余分な目
extra_faces,追加の面
extra_mouth,余分な口
exusiai_(arknights),エクシアイ（アークナイツ）
eye_black,目の黒
eye_contact,アイコンタクト
eye_focus,目の焦点
eye_mask,アイマスク
eye_of_horus,ホルスの目
eye_reflection,目の反射
eye_trail,目の跡
eyeball,眼球
eyebrow_cut,眉毛カット
eyebrow_piercing,眉毛ピアス
eyebrows_hidden_by_hair,髪で隠れた眉毛
eyelashes,睫毛
eyelid_pull,まぶたを引っ張る
eyeliner,アイライナー
eyepatch,アイパッチ
eyepatch_bikini,眼帯ビキニ
eyes_visible_through_hair,髪を通して見える目
eyeshadow,アイシャドウ
eyewear_hang,メガネを掛ける
eyewear_on_head,頭に眼鏡
eyewear_on_headwear,帽子に眼鏡
eyewear_strap,メガネストラップ
eyjafjalla_(arknights),エイヤフィヤラ (アークナイツ)
ezo_red_fox_(kemono_friends),キタキツネ (けものフレンズ)
face_in_pillow,枕の中の顔
face_to_breasts,顔から胸まで
face-to-face,面と向かって
facebook_username,フェイスブックのユーザー名
faceless,顔のない
faceless_female,顔のない女性
faceless_male,顔のない男性
facepaint,フェイスペイント
facepalm,フェイスパーム
facial,フェイシャル
facial_hair,顔の毛
facial_mark,顔の跡
facial_tattoo,顔のタトゥー
facing_another,別の者と向き合う
facing_away,向こうを向いて
facing_down,下向き
facing_to_the_side,横を向いて
facing_up,上を向く
facing_viewer,正面を向いた視聴者
fading,色褪せ
failure,失敗
failure_penguin,失敗ペンギン
fairy,妖精
fairy_(kancolle),妖精（艦これ）
fairy_(sao),妖精（SAO）
fairy_wings,妖精の羽
fake_animal_ears,偽の動物の耳
fake_antlers,偽の角
fake_cover,偽のカバー
fake_facial_hair,偽の顔の毛
fake_horns,偽の角
fake_magazine_cover,偽の雑誌の表紙
fake_mustache,偽の口ひげ
fake_nails,偽の爪
fake_phone_screenshot,偽の電話のスクリーンショット
fake_screenshot,偽のスクリーンショット
fake_tail,偽の尾
fake_wings,偽の翼
falchion_(fire_emblem),ファルシオン（ファイアーエムブレム）
falin_thorden,ファリン・ソーデン
fallen_down,落ちた
falling,落下
falling_feathers,落ちる羽
falling_leaves,落ち葉
falling_petals,散る花びら
false_smile,偽りの笑顔
family,家族
family_crest,家紋
fanbox_username,ファンボックスのユーザー名
fang,牙
fang_out,牙をむく
fangs,牙
fangs_out,牙をむく
fanning_self,自分を煽る
fanny_pack,ファニーパック
fantasy,ファンタジー
faris_scherwiz,ファリス・シェルヴィッツ
faruzan_(genshin_impact),ファルザン (原神)
fashion,ファッション
fast_food,ファーストフード
fat,脂肪
fat_man,太った男
fat_mons,太ったモンス
fat_rolls,ファットロール
fate_testarossa,フェイト・テスタロッサ
father_and_daughter,父と娘
father_and_son,父と息子
faucet,蛇口
faulds,間違い
faust_(project_moon),ファウスト（プロジェクトムーン）
faux_figurine,フェイクフィギュア
faux_traditional_media,偽の伝統的なメディア
feater_(arknights),フィーター（アークナイツ）
feather_boa,フェザーボア
feather_earrings,羽根のイヤリング
feather_hair,羽の毛
feather_hair_ornament,羽の髪飾り
feather_trim,フェザートリム
feather-trimmed_sleeves,フェザートリム袖
feathered_wings,羽の生えた翼
feathers,羽毛
fedora,フェドーラ帽
feeding,餌やり
feet,足
feet_on_chair,椅子に足を乗せる
feet_out_of_frame,足がフレームからはみ出す
feet_up,足を上げて
felicia_(vampire),フェリシア（吸血鬼）
fellatio,フェラチオ
fellatio_gesture,フェラのジェスチャー
female_admiral_(kancolle),女性提督（艦これ）
female_ejaculation,女性の射精
female_goblin,メスゴブリン
female_masturbation,女性のマスターベーション
female_orgasm,女性のオーガズム
female_pervert,女性の変態
female_pov,女性のハメ撮り
female_protagonist_(pokemon_go),女主人公（ポケモンGO）
female_pubic_hair,女性の陰毛
female_saniwa_(touken_ranbu),女性審神者（刀剣乱舞）
female_service_cap,女性サービスキャップ
femdom,女王様
fence,フェンス
fennec_(kemono_friends),フェネック（けものフレンズ）
fennekin,フェネキン
fern,シダ
fern_(sousou_no_frieren),シダ (葬送のフリーレン)
ferret,フェレット
ferris_wheel,観覧車
ferry_(granblue_fantasy),フェリー（グランブルーファンタジー）
fertilization,受精
festival,祭り
fetal_position,胎児の位置
fewer_digits,桁数が少なくなる
fff_threesome,fff三人組
ffm_threesome,ffm三人組
fiammetta_(arknights),フィアメッタ（アークナイツ）
fidgeting,そわそわする
field,分野
fiery_hair,燃えるような髪
fiery_horns,燃えるような角
fiery_wings,燃えるような翼
fighter_(granblue_fantasy),ファイター（グランブルーファンタジー）
fighter_jet,戦闘機
fighting,ファインティング
fighting_stance,戦闘態勢
figure,形
filia_(skullgirls),フィリア（スカルガールズ）
film_grain,フィルムグレイン
finana_ryugu,竜宮フィナナ
fine_art_parody,美術パロディ
fine_fabric_emphasis,上質な生地の強調
fine_motion_(umamusume),ファインモーション（ウマ娘）
finger_frame,指フレーム
finger_gun,指銃
finger_heart,指のハート
finger_in_another's_mouth,他人の口に指を入れる
finger_in_own_mouth,自分の口の中に指を入れる
finger_on_trigger,引き金に指を掛ける
finger_sucking,指しゃぶり
finger_to_another's_mouth,他人の口に指を当てる
finger_to_cheek,指から頬まで
finger_to_face,指を顔に向けて
finger_to_mouth,指から口へ
finger_to_own_chin,自分の顎に指を当てる
fingering,運指
fingering_through_clothes,服の上から指マン
fingering_through_panties,パンティー越しに指マン
fingerless_gloves,指なし手袋
fingernails,爪
fingersmile,指笑顔
fins,ひれ
fire,火
fireflies,ホタル
firelock,ファイアロック
fireplace,暖炉
fireworks,花火
firing,発砲
first_aid_kit,応急処置キット
fischl_(genshin_impact),フィッシュル（原神）
fish,魚
fish_(food),魚のエサ）
fish_bone,魚の骨
fish_boy,魚の少年
fish_girl,魚の女の子
fish_hair_ornament,魚の髪飾り
fish_print,魚拓
fish_tail,魚の尾
fisheye,魚眼
fishing,釣り
fishing_line,釣り糸
fishing_rod,釣り竿
fishnet_bodysuit,網タイツボディスーツ
fishnet_gloves,網タイツ手袋
fishnet_pantyhose,網タイツパンスト
fishnet_socks,網タイツ
fishnet_thighhighs,網タイツ
fishnet_top,フィッシュネットトップ
fishnets,フィッシュネット
fist_bump,拳のぶつかり合い
fitting_room,試着室
flaccid,弛緩
flag,フラグ
flag_background,旗の背景
flag_print,フラッグプリント
flailing,ばたつく
flame_print,フレームプリント
flame-tipped_tail,炎の先端を持つ尾
flaming_eye,燃えるような目
flaming_sword,炎の剣
flaming_weapon,炎の武器
flandre_scarlet,フランドール・スカーレット
flareon,フレアロン
flashback,フラッシュバック
flashing,点滅する
flashlight,懐中電灯
flask,フラスコ
flat_ass,平らなお尻
flat_cap,フラットキャップ
flat_chest,平らな胸
flat_chest_grab,フラットチェストグラブ
flat_color,フラットカラー
flats,アパート
fleeing,逃げる
fletcher_(kancolle),フレッチャー (艦これ)
fleur_de_lapin_uniform,フルール・ド・ラパンのユニフォーム
flexible,フレキシブル
flexing,曲がる
flight_deck,フライトデッキ
flip_phone,折り畳み式携帯電話
flip-flops,ビーチサンダル
flipped_hair,ひっくり返った髪
flippers,足ひれ
floating,フローティング
floating_book,浮かぶ本
floating_cape,浮かぶ岬
floating_card,フローティングカード
floating_clothes,浮いている服
floating_hair,浮いた髪
floating_island,浮島
floating_object,浮遊物体
floating_rock,浮石
floating_scarf,フローティングスカーフ
floating_weapon,浮遊兵器
flock,群れ
floor,床
floppy_ears,垂れた耳
floral_background,花の背景
floral_print,花柄
floral_print_kimono,花柄着物
florence_nightingale_(fate),フローレンス・ナイチンゲール（運命）
florence_nightingale_(trick_or_treatment)_(fate),フローレンス・ナイチンゲール (トリック・オア・トリートメント) (運命)
florian_(pokemon),フロリアン (ポケモン)
flower,花
flower_(symbol),花（シンボル）
flower_bracelet,花のブレスレット
flower_brooch,花のブローチ
flower_choker,フラワーチョーカー
flower_earrings,花のイヤリング
flower_field,花畑
flower_in_eye,目に花が咲く
flower_in_mouth,口の中の花
flower_knot,花の結び目
flower_necklace,花のネックレス
flower_on_head,頭の上の花
flower_ornament,花飾り
flower_over_eye,目の上の花
flower_pot,植木鉢
flower_tattoo,花のタトゥー
flower_wreath,花の花輪
flower-shaped_pupils,花の形をした瞳孔
fluffy,ふわふわ
flustered,慌てた
flute,フルート
flygon,フライゴン
flying,飛行
flying_button,飛行ボタン
flying_fish,トビウオ
flying_kick,飛び蹴り
flying_paper,飛んでいる紙
flying_sweatdrops,飛んでいる汗滴
flying_teardrops,飛んでいる涙滴
foam,フォーム
fog,霧
fold-over_boots,折りたたみブーツ
folded,折りたたまれた
folded_fan,扇子
folded_hair,折り畳まれた髪
folded_ponytail,折り畳んだポニーテール
folder,フォルダ
folding_chair,折りたたみ椅子
folding_fan,扇子
foliage,紅葉
food,食べ物
food_art,フードアート
food_bite,食べ物の一口
food_focus,食べ物の焦点
food_in_mouth,口の中の食べ物
food_on_body,体についた食べ物
food_on_breasts,胸に食べ物
food_on_face,顔に食べ物がついた
food_on_head,頭の上の食べ物
food_print,フードプリント
food_stand,出店
food-themed_clothes,食べ物をテーマにした服
food-themed_earrings,食べ物をテーマにしたイヤリング
food-themed_hair_ornament,食べ物をテーマにした髪飾り
foot_focus,フットフォーカス
foot_out_of_frame,足がフレームからはみ出す
foot_up,足を上げる
foot_worship,足崇拝
footjob,足コキ
footprints,足跡
footwear_bow,靴の弓
footwear_ribbon,靴のリボン
forced_orgasm,強制オーガズム
forced_smile,強制的な笑顔
forehead,額
forehead_jewel,額の宝石
forehead_mark,額のマーク
forehead_protector,額プロテクター
forehead_tattoo,額のタトゥー
forehead-to-forehead,額から額まで
foreshortening,短縮
foreskin,包皮
forest,森
fork,フォーク
forked_eyebrows,二股眉毛
forked_tail,二股に分かれた尾
forked_tongue,二股舌
formal,フォーマル
formidable_(azur_lane),恐るべき（アズールレーン）
fortissimo,フォルテシモ
fou_(fate),フォウ（運命）
fountain,噴水
four-leaf_clover,4葉のクローバー
four-leaf_clover_hair_ornament,四つ葉のクローバーの髪飾り
fourth_east_high_school_uniform,第四東高校の制服
fourth_wall,第四の壁
fox,キツネ
fox_boy,キツネの男の子
fox_ears,キツネの耳
fox_girl,キツネの女の子
fox_mask,キツネの仮面
fox_shadow_puppet,キツネの影絵人形
fox_tail,キツネの尻尾
framed_breasts,組み立てられた胸
francesca_lucchini,フランチェスカ・ルッキーニ
frankenstein's_monster_(fate),フランケンシュタインの怪物 (運命)
freckles,そばかす
frederica_bernkastel,フレデリカ・ベルンカステル
freediving,フリーダイビング
french_braid,フランスの三つ編み
french_flag,フランスの旗
french_fries,フライドポテト
french_kiss,フレンチ・キス
french_text,フランス語のテキスト
freyja_wion,フレイア・ヴィオン
fried_chicken,フライドチキン
fried_egg,目玉焼き
fried_rice,炒飯
friend_(nanashi_mumei),友人（無名無名）
friends,友達
frieren,フリーレン
frilled_apron,フリルエプロン
frilled_ascot,フリルアスコット
frilled_bikini,フリルビキニ
frilled_bow,フリルリボン
frilled_bra,フリルブラジャー
frilled_camisole,フリルキャミソール
frilled_capelet,フリルケープ
frilled_choker,フリルチョーカー
frilled_collar,フリル襟
frilled_cuffs,フリル袖口
frilled_dress,フリルドレス
frilled_gloves,フリル手袋
frilled_hair_tubes,フリル付きヘアチューブ
frilled_hairband,フリルヘアバンド
frilled_hat,フリル付き帽子
frilled_headwear,フリル付き帽子
frilled_jacket,フリルジャケット
frilled_kimono,フリル着物
frilled_leotard,フリルレオタード
frilled_one-piece_swimsuit,フリルワンピース水着
frilled_panties,フリルパンティー
frilled_pillow,フリル枕
frilled_ribbon,フリルリボン
frilled_sailor_collar,フリルセーラーカラー
frilled_shirt,フリルシャツ
frilled_shirt_collar,フリルシャツの襟
frilled_shorts,フリルショーツ
frilled_skirt,フリルスカート
frilled_sleeves,フリル袖
frilled_socks,フリルソックス
frilled_thighhighs,フリルニーハイソックス
frilled_umbrella,フリル傘
frills,フリル
fringe_trim,フリンジトリム
frisk_(undertale),フリスク（アンダーテール）
frog,蛙
frog_girl,カエルの女の子
frog_hair_ornament,カエルの髪飾り
frog_print,カエルプリント
froggy_nun_(diva),カエルの修道女（歌姫）
frogtie,カエルネクタイ
from_above,上から
from_behind,背後から
from_below,下から
from_outside,外から
from_side,横から
front_ponytail,フロントポニーテール
front_slit,フロントスリット
front_zipper_swimsuit,フロントジッパー水着
front-print_panties,フロントプリントパンティー
front-tie_bikini_top,フロントタイビキニトップ
front-tie_top,フロントタイトップ
frontless_outfit,前開きの衣装
frostleaf_(arknights),フロストリーフ (アークナイツ)
frostnova_(arknights),フロストノバ（アークナイツ）
frottage,フロッタージュ
frown,眉をひそめる
frozen,凍った
fruit,フルーツ
fruit_cup,フルーツカップ
fruit_hat_ornament,フルーツ帽子飾り
fruit_on_head,頭の上の果物
frying_pan,フライパン
fu_hua,フーファ
fu_hua_(herrscher_of_sentience),フー・フア（感覚のヘルッシャー）
fubuki_(kancolle),吹雪（艦これ）
fubuki_(one-punch_man),フブキ（ワンパンマン）
fubuki_kai_ni_(kancolle),吹雪改二 (艦これ)
fucked_silly,めちゃくちゃ愚かな
fudou_yuusei,不動遊星
fuecoco,フエココ
fuji_kiseki_(umamusume),フジキセキ（ウマ娘）
fujibayashi_kyou,藤林京
fujimaru_ritsuka_(female),藤丸立夏（女性）
fujimaru_ritsuka_(female)_(polar_chaldea_uniform),藤丸立香（女）（極カルデア制服）
fujimaru_ritsuka_(male),藤丸立夏（男性）
fujimaru_ritsuka_(male)_(polar_chaldea_uniform),藤丸立夏（男）（極カルデア制服）
fujinami_(kancolle),藤波（艦これ）
fujisaki_chihiro,藤崎ちひろ
fujiwara_chika,藤原千花
fujiwara_no_mokou,藤原莫紅
fukawa_toko,府川塔子
fukuda_haru,福田はる
fukumaru_koito,小糸ふくまる
fukuzawa_yumi,福沢由美
full_armor,フルアーマー
full_beard,完全なひげ
full_body,全身
full_moon,満月
full_nelson,フルネルソン
full-body_tattoo,全身タトゥー
full-face_blush,顔全体を赤面させる
full-length_zipper,フルレングスのジッパー
full-package_futanari,フルパッケージのフタナリ
fumizuki_(kancolle),文月（艦これ）
fumo_(doll),ふも（人形）
